"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"CAPACIDADE DE LUGARES";"LINGUAS"
"PIZZARIA PAULISTA LTDA.";"CASA SÃO PAULO PIZZARIA";"03.379.860/0001-76";"Sociedade Empresária";"";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";74175040;"GO";"Goiânia";"Setor Marista";"AL. DOM EMANOEL GOMES, 335";"(62) 3281-1821";"";"";"";"casasaopaulopizzaria.com.br";"09.043653.15.0001-2";"5611-2/01-PIZZARIA COM SERVIÇO COMPLETO; SERVIÇO DE ALIMENTAÇÃO (Primário)";;"("""")"
"PIZZARIA PINGUIM LTDA -ME";"PIZZARIA PINGUIM";"10.990.530/0001-88";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";69096000;"AM";"Manaus";"Cidade Nova";"AV. NOEL NUTLES NR 03 QUADRA 88 LOJA 02 E 03";"(92) 3636-8957";"";"";"";"";"03.042460.15.0001-0";"5611-2/03-CASA DE DOCES E SALGADOS; SERVIÇO DE ALIMENTAÇÃO (Primário)";;"("""")"
"PIZZARIA PIZZAIEL LTDA";"PIZZARIA PIZZAIEL";"07.929.726/0001-52";"Sociedade Empresária";"14/04/2006";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";76380000;"GO";"Goianésia";"Goianésia";"AV MINAS GERAIS N16";"(62) 3353-2272";"";"dicarlosrodrigues@hotmail.com";"";"";"09.036793.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PIZZARIA SAO CRISTOVAO LTDA ME";"PIZZARIA SAO CRISTOVAO";"03.950.026/0001-99";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";85801000;"PR";"Cascavel";"Centro";"AV. BRASIL 3652";"(45) 3037-3018";"";"";"";"";"18.040643.15.0001-1";"5611-2/01-PIZZARIA COM SERVIÇO COMPLETO; SERVIÇO DE ALIMENTAÇÃO (Primário)";;"(Inglês)"
"PIZZARIA TRINACHIA LTDA - ME";"PIZZARIA TRINACHIA";"03.566.352/0001-05";"Sociedade Empresária";"30/04/2005";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";89240000;"SC";"São Francisco do Sul";"São Francisco do Sul";"RUA BARÃO DO RIO BRANCO, 896";"(47) 3444-1114";"";"";"";"WWW.TRINACHIA.COM.BR";"24.037041.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"PIZZERIA PIRANDELLO LTDA - EPP";"PIZZERIA E RESTAURANTE PIRANDELLO";"93.562.569/0001-21";"Sociedade Empresária";"23/08/1990";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95700000;"RS";"Bento Gonçalves";"Bento Gonçalves";"R HERNY HUGO DREHER  370";"(54) 3452-4786";"(54) 3452-6820";"pizzeriapirandello@terra.com.br";"contato@pirandello.com.br";"www.pirandello.com.br";"23.035363.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";0;"(""Inglês,Espanhol"")"
"PLANALTO CHURRASCARIA E PIZZARIA LTDA";"PLANALTO CHURRASCARIA E PIZZARIA";"08.305.967/0001-93";"Sociedade Empresária";"18/07/2006";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";76400000;"GO";"Uruaçu";"Uruaçu";"AV. TOCANTINS S/N Q-19 L-P ESQ-4 DE JULHO";"(62) 3357-1094";"";"planaltochurrascaria@hotmail.com";"";"";"09.037652.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";20;"(""Nenhuma das Opções"")"
"PLATANO COM DE OBJ DE DEC E EF ESPECIAIS LTDA ME";"VILLA MAGGIONI";"85.146.009/0001-68";"Sociedade Empresária";"20/08/1991";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88062000;"SC";"Florianópolis";"Lagoa da Conceição";"RUA DA AMIZADE 37";"(XX) 3232-6859";"(XX) 3232-6859";"";"";"";"24.036322.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"PLUCT PLATC ZUM BUFFET INFANTIL LTDA";"PLUCT PLACT ZUM BUFFET INFANTIL";"07.969.947/0001-54";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";74823440;"GO";"Goiânia";"Setor Bela Vista";"RUA  S 3 N 2650 QD S 12 LT 21 SETOR BELA VISTA";"(62) 3091-6034";"";"";"";"";"09.038129.15.0001-9";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário), 5611-2/03-LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES (Secundário)";;"(""Inglês,Espanhol"")"
"POLINIAK & POLINIAK LTDA ME";"RESTAURANTE E PIZZARIA FILETO";"05.159.564/0001-95";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";85270000;"PR";"Palmital";"Palmital";"RUA MAXIMILIANO VICENTIN, 1284 SALA 02 CENTRO";"(42) 3657-2141";"";"";"";"";"18.043065.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"POP COMERCIO DE ALIMENTOS LTDA EPP";"THE PLATES BURGUER E GRILL";"09.416.453/0001-78";"Sociedade Empresária";"11/08/2009";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";70740650;"DF";"Brasília";"Asa Norte";"ST SHCGN CR 706/707 BLOCO E LOJA 06";"(XX) 3447-8609";"";"";"";"WWW.THEPLATES.COM.BR";"07.036234.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"POP FESTAS E LANCHES FINOS LTDA - EPP";"SWEET CAKE";"37.978.681/0001-77";"Sociedade Empresária";"";"Empresa de Médio ou Grande Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";71655550;"DF";"Lago Sul";"Setor de Habitações Individuais Sul";"SHIS QI 21 BLOCO C LOJA 6/10/18/24/36 E60";"(61) 3366-3531";"(61) 3366-3989";"sijabour@terra.com.br";"";"";"07.045102.15.0001-1";"5611-2/03-ALIMENTAÇÃO SEM SERVIÇO COMPLETO; SERVIÇO DE (Primário)";40;"(Espanhol)"
"PORTAL GRILL RESTAURANTE LTDA";"PORTAL GRILL";"11.852.338/0001-98";"Sociedade Empresária";"23/04/2010";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";77006002;"TO";"Palmas";"Plano Diretor Norte";"ACSUNO 13, AV JK SHOPPING CAPIM DOURADO";"(63) 9229-1573";"";"";"";"";"27.037162.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";0;"(""Inglês,Italiano,Espanhol"")"
"PORTO RESTAURANTE LTDA. ME.";"PORTO RESTAURANTE ";"03.647.886/0001-58";"Sociedade Empresária";"16/02/2000";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88010301;"SC";"Florianópolis";"Centro";"RUA TENENTE SILVEIRA, 296";"(48) 3028-0370";"";"";"";"";"24.033748.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"POSTO DE GASOLINA DO LAGO LTDA.";"POSTO DO LAGO";"80.282.759/0001-43";"Sociedade Empresária";"16/09/1987";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";85892000;"PR";"Santa Helena";"Santa Helena";"AV. BRASIL, 1161 - CENTRO";"(45) 3268-1392";"";"";"";"";"18.034476.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"POUSADA AGUAS DA MONTANHA LTDA ME";"POUSADA AGUAS DA MONTANHA";"27.549.641/0001-56";"Sociedade Empresária";"30/03/2005";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29216600;"ES";"Guarapari";"Praia do Morro";"RUA PROJETADA SN";"(27) 3361-2221";"";"";"";"WWW.POUSADAAGUASDAMONTANHA.COM.BR";"08.025301.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5510-8/01-HOTEL (Primário), 5510-8/01-POUSADA
 (Secundário)";;"("""")"
"POUSADA E RESTAURANTE LIRA LTDA";"O APETITOSO";"73.654.683/0001-74";"Sociedade Empresária";"07/11/1993";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";45810000;"BA";"Porto Seguro";"Porto Seguro";"AVENIDA DOS NAVEGANTES, N° 404";"(73) 3288-1537";"(73) 3288-3996";"";"";"";"05.037696.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"POUSADA E RESTAURANTE MINEIRO LTDA";"POUSADA E RESTAURANTE MINEIRO";"09.334.224/0001-04";"Sociedade Empresária";"18/01/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";27580000;"RJ";"Itatiaia";"Itatiaia";"ESTRADA VISCONDE DE MAUÁ - MARINGA, S/Nº - MARINGÁ";"(24) 3387-1581";"";"";"";"";"19.037905.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PPP ALIMENTOS LTDA - ME";"PIER 49";"07.587.003/0001-12";"Sociedade Empresária";"01/09/2005";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";36026380;"MG";"Juiz de Fora";"Passos";"RUA MACHADO SOBRINHO,49";"(XX) 3214-7022";"(XX) 3228-9105";"";"";"";"11.037021.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PRADO LANCHES E ESPETOS LTDA ME";"PRADO ESPETOS";"13.017.396/0001-21";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78158720;"MT";"Várzea Grande";"Parque das Nações";"RUA BRASIL 40 QDRA 02";"(65) 3695-4329";"";"donosofilho@jdfiscontabil.com.br";"";"";"13.045057.15.0001-8";"5611-2/03-SORVETERIA; SERVIÇO DE ALIMENTAÇÃO (Primário)";120;"(""Nenhuma das Opções"")"
"PRAIA GRANDE LANCHERIA LTDA ME";"PULGA ALMOÇO E LANCHES";"09.132.480/0001-19";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88990000;"SC";"Praia Grande";"Praia Grande";"RUA MANOEL JUSTINO";"(48) 3532-0395";"";"";"";"";"24.041243.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PRAIATUR - HOTELARIA E RESTAURANTES - EPP";"PRAIATUR - HOTELARIA E RESTAURANTES - EPP";"00.386.369/0001-84";"Sociedade Empresária";"01/07/1984";"Empresa de Médio ou Grande Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88058500;"SC";"Florianópolis";"Ingleses do Rio Vermelho";"RUA DAS GAIVOTAS,1114, SL 10";"(48) 3261-3700";"";"administrativo@praiatur.com.br";"";"www.hoteispraiatur.com.br";"24.030163.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 8230-0/01-SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS (Secundário)";160;"(""Inglês,Espanhol"")"
"PRAJNA COMERCIO DE ALIMENTOS";"ROCKA";"03.083.296/0001-40";"Sociedade Empresária";"31/03/1999";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";28950000;"RJ";"Armação dos Búzios";"Armação dos Búzios";"PRAIA BRAVA , N° 13  -  BRAVA";"(22) 2623-6159";"";"";"";"WWW.ROCKAFISH.COM.BR";"19.036893.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Francês,Inglês,Espanhol,Alemão,Italiano"")"
"PRATA SILVA ALIMENTOS LTDA.";"GIRAFFAS";"03.934.720/0001-12";"Sociedade Empresária";"13/07/2000";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";74150030;"GO";"Goiânia";"Setor Marista";"AV PORTUGAL NR 744 SALA 16";"(62) 3954-8709";"(62) 3954-8709";"";"";"WWW.GIRAFFAS.COM";"09.036316.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PREFACIOS BAR E RESTAURANTE LTDA ME";"BISTRÔ DO BECO";"10.238.271/0001-33";"Sociedade Empresária";"26/03/2009";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";20070030;"RJ";"Rio de Janeiro";"Centro";"RUA MIGUEL COUTO, Nº 139 - SOBRADO";"(21) 2223-3970";"";"";"";"";"19.036040.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PRIMAVERA COMÉRCIO DE ALIMENTOS LTDA EPP";"CANTINA D ITÁLIA";"07.080.509/0001-30";"Sociedade Empresária";"";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29055620;"ES";"Vitória";"Praia do Canto";"RUA JOÃO DA CRUZ ,300";"(27) 3324-6350";"";"";"";"www.acantinaditalia.com.br";"08.043086.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"PRIMOS REST. E PIZZARIA LTDA-ME";"PIZZA E CIA";"10.448.539/0001-61";"Sociedade Empresária";"15/10/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";60822480;"CE";"Fortaleza";"Cidade dos Funcionários";"RUA BENJAMIM MOURA,237";"(85) 3279-4978";"";"";"";"";"06.036841.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PRIMUS COMERCIO DE KEBABERIA E LANCHES NATURAIS LTDA";"RESTAURANTE AGUA NA BOCA";"10.439.884/0001-39";"Sociedade Empresária";"23/10/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";45530000;"BA";"Itacaré";"Centro";"RUA PITUBA, 480";"(73) 3251-3539";"";"";"";"";"05.036061.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"PRISCILA ARTEM EPP";"PRISCILA ARTEM EPP";"07.980.983/0001-19";"Sociedade Empresária";"27/03/2006";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";13315000;"SP";"Cabreúva";"Cabreúva";"RUA SÃO JUDAS TADEU, 20";"(11) 4528-8511";"(11) 4528-8515";"";"";"WWW.HOTELCABREUVA.COM.BR";"26.034453.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PRISCILLA'S INDUSTRIA E COMERCIO DE ALIMENTOS LTDA";"PRISCILLA'S BAKERY";"14.412.939/0001-78";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";90420110;"RS";"Porto Alegre";"Bom Fim";"R VASCO DA GAMA 514";"(51) 3013-6131";"";"";"";"www.priscillas.com.br";"23.044160.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"PRIZZA LANCHONETE LTDA";"PRIZZA";"09.549.066/0001-00";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";38055500;"MG";"Uberaba";"Olinda";"AV NENE SABINO 1350";"(34) 3313-1300";"";"contato@prizza.com.br";"";"www.prizza.com.br";"11.043231.15.0001-0";"5611-2/03-ALIMENTAÇÃO SEM SERVIÇO COMPLETO; SERVIÇO DE (Primário)";;"("""")"
"PRM COMERCIO DE PRODUTOS ALIMENTÍCIOS";"PREMIATTO EXPRESS";"08.692.678/0001-94";"Sociedade Empresária";"18/06/2007";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78060601;"MT";"Cuiabá";"Jardim das Américas";"SALA  310-B, PRAÇA DA ALIMENTAÇÃO SHOPPING 3 AMÉRICAS";"(65) 3628-3504";"(65) 3628-3500";"";"";"WWW.PREMIATTO.COM.BR";"13.037992.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PROGRESSO LTDA";"PROGRESSO LTDA";"02.724.563/0001-58";"Sociedade Empresária";"19/08/1998";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";66035060;"PA";"Belém";"Nazaré";"TRAVESSA BENJAMIN CONSTANT, Nº 1831";"(91) 3241-7272";"(91) 3241-7272";"";"";"WWW.CHURRASCARIATUCURUVI.COM.BR";"14.037352.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"PROVENSI & PROVENSI LTDA";"****************";"01.420.303/0001-26";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";90570001;"RS";"Porto Alegre";"Floresta";"AV CRISTOVO COLOMBRO 1824";"(51) 3346-5175";"";"gilmarprovensi@brturbo.com.br";"";"";"23.038059.15.0001-3";"5611-2/03-CASA DE DOCES E SALGADOS; SERVIÇO DE ALIMENTAÇÃO (Primário), 5611-2/03-CASA DE SUCO; SERVIÇO DE ALIMENTAÇÃO (Primário)";;"(Italiano)"
"PROVENSI E  CHIESA LTDA";"RESTAURANTE  CENTRAL GRILL";"05.316.123/0001-50";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";97015003;"RS";"Santa Maria";"Centro";"DR BOZANO,  1167   (SOBRELOJA)";"(55) 3028-5440";"";"";"";"";"23.041224.15.0001-0";"5611-2/01-A PESO; ALIMENTAÇÃO, COMIDA, REFEIÇÃO (Primário)";;"("""")"
"PROVENSI RESTAURANTE E PIZZARIA LTDA - ME";"HAMBURGÃO LANCHES";"75.527.341/0001-19";"Sociedade Empresária";"23/10/1999";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";89840000;"SC";"Coronel Freitas";"Coronel Freitas";"AV. SANTA CATARINA, Nº 828";"(49) 3347-0008";"";"";"";"";"24.044013.15.0001-1";"5611-2/02-BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS (Primário)";;"("""")"
"PSIU RESTAURANTE E EVENTOS LTDA - ME";"PSIU BAR RESTAURANTE E EVENTOS";"01.441.300/0001-79";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";45659400;"BA";"Ilhéus";"São Francisco";"RUA B, Nº 18 SITIO PARAISO";"(73) 3632-9019";"(71) 9959-6098";"";"";"www.bahiaecco.com.br";"05.043652.15.0001-8";"5611-2/01-RESTAURANTE COM SERVIÇO COMPLETO
 (Primário)";;"("""")"
"PUB GOLDEN SEA RESTAURANTE BAR LTDA-EPP";"PIER 22";"02.298.995/0001-44";"Sociedade Empresária";"18/12/1997";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";20090070;"RJ";"Rio de Janeiro";"Centro";"RUA TEOFILO OTONI, Nº 22 LOJA A";"(21) 2253-7801";"";"";"";"";"19.037574.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"PXS COMERCIO DE ALIMENTOS LTDA ME";"SUBWAY";"11.497.494/0001-88";"Sociedade Empresária";"25/04/2010";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";75901310;"GO";"Rio Verde";"Setor Central";"RUA GUMERCINDO FERREIRA, 439 - SALA 1";"(64) 8133-1144";"(64) 3621-4939";"adriana_damatta@hotmail.com";"";"";"09.037304.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";50;"(Espanhol)"
"QC 10 ALIMENTOS LTDA";"QC 10";"12.577.899/0001-99";"Sociedade Empresária";"";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";22041001;"RJ";"Rio de Janeiro";"Copacabana";"AV. ATLÂNTICA S/Nº - EM FRENTE A RUA FERNANDO MENDES";"(21) 2522-7956";"(21) 2247-9600";"";"";"";"19.041780.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"QC 19 ALIMENTOS LTDA";"QC 19";"09.137.730/0001-03";"Sociedade Empresária";"18/04/2008";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";22070000;"RJ";"Rio de Janeiro";"Copacabana";"AV. ATLANTICA, S/Nº ";"(21) 2522-7956";"(21) 2522-7956";"";"";"";"19.035955.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"QC 27 ALIMENTOS LTDA";"QC 27 ";"08.985.500/0001-31";"Sociedade Empresária";"18/04/2008";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";22070000;"RJ";"Rio de Janeiro";"Copacabana";"AV. ATLANTICA S/Nº ENTRE A RUA SANTA CLARA E CONSTANTE RAMOS";"(21) 2522-7956";"(21) 2522-7956";"";"";"";"19.035991.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"QC 38 ALIMENTOS LTDA";"QC 38";"10.221.534/0001-00";"Sociedade Empresária";"22/06/2008";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";22070000;"RJ";"Rio de Janeiro";"Copacabana";"AV. ATLANTICA, S/Nº";"(21) 2522-7956";"";"";"";"";"19.035957.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"QC NYCC ALIMENTOS LTDA-ME";"QUIOSQUE CHOPP BRAHMA";"10.457.611/0001-17";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";22631004;"RJ";"Rio de Janeiro";"BARRA DA TIJUCA";"AV. DAS AMERICAS, 4.666 STAND P05 EM FRENTE LUCS 206/207";"(21) 2522-7956";"";"";"";"";"19.041403.15.0001-1";"5611-2/03-CASA DE SUCO; SERVIÇO DE ALIMENTAÇÃO (Primário)";;"(""Inglês,Espanhol"")"
"QC NYCC ALIMENTOS LTDA-ME";"QUIOSQUE CHOPP BRAHMA";"10.457.611/0003-89";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";22631004;"RJ";"Rio de Janeiro";"BARRA DA TIJUCA";"AV. DAS AMERICAS, 3.501 BOX 42";"(21) 2522-7956";"";"";"";"";"19.041404.15.0003-3";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";;"(Inglês)"
"QUADRA POLIESPORTIVA PRINCESINHA DO VALE LTDA";"QUADRA POLIESPORTIVA PRINCESINHA DO VALE";"09.114.721/0001-05";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";76380000;"GO";"Goianésia";"Goianésia";"AV. CONTORNO N 217- CHACARA CARRILHO";"(62) 3353-4603";"";"";"";"";"09.041374.15.0001-7";"5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Primário)";;"(Espanhol)"
"QUITANDAS DA VOVÓ LTDA ME";"QUITANDAS DA VOVÓ LTDA";"11.191.784/0001-07";"Sociedade Empresária";"17/09/2009";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";78600000;"MT";"Barra do Garças";"Barra do Garças";"RUA ANA CORSINA SANTOS (A. R.2), Nº 2.948, JARDIM PIRACEMA";"(66) 3401-2776";"";"";"";"";"13.035687.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"QUIXABEIRA COM E IND DE ALIMENTOS LTDA- ME";"MARANATA RESTAURANTE";"07.220.573/0001-70";"Sociedade Empresária";"";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78020500;"MT";"Cuiabá";"Centro Sul";"RUA THOGO DA SILVA PEREIRA 531";"(65) 3623-7132";"";"";"";"";"13.038059.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"R & R BAR E RESTAURANTE LTDA-ME";"POIZÉ";"09.201.908/0001-38";"Sociedade Empresária";"30/03/2008";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70737550;"DF";"Brasília";"Asa Norte";"SHCN CL QD.305 BLOCO E SUBSOLO";"(61) 3036-6863";"(61) 3036-6863";"roberval@poizebrasilia.com.br";"";"WWW.POIZEBRASILIA.COM.BR";"07.035971.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";200;"(""Nenhuma das Opções"")"
"R 2 COMERCIO ALIMENTOS E BEBIDAS LTDA";"SACCARIA RESTAURANTE E BAR";"11.169.421/0001-67";"Sociedade Empresária";"";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";74170150;"GO";"Goiânia";"Setor Marista";"R 139 N 194 QD 58 LT 16  ";"(62) 3945-4505";"";"saccaria@gmail.com";"";"";"09.044104.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";400;"(Espanhol)"
"R A FERREIRA - ME";"HOTEL E RESTAURANTE CRISTAL";"07.515.598/0001-09";"Sociedade Empresária";"31/05/2005";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78700090;"MT";"Rondonópolis";"Centro";"AV CUIABA, 755";"(66) 3421-5502";"";"";"";"";"13.035203.15.0001-4";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";;"("""")"
"R J BELO - ME";"CUPIM BAR";"10.344.007/0001-84";"Sociedade Empresária";"16/09/2008";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78043116;"MT";"Cuiabá";"Jardim Cuiabá";"RUA MIOSOTIS, QUADRA 71, LOTE 01/02/03";"(65) 3027-4271";"";"luciano@grupobelo.com.br";"rafael@grupobelo.com.br";"";"13.036044.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Secundário)";400;"(""Nenhuma das Opções"")"
"R J L COMERCIAL LTDA";"PÉ DE MOLEQUE";"00.948.808/0001-03";"Sociedade Empresária";"20/11/1995";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";59078000;"RN";"Natal";"Capim Macio";"AV SEN. SALGADO FILHO, 2233 - LOJA 512, LAGOA NOVA";"(84) 3206-3934";"";"claudiohsl@hotmail.com";"";"";"20.036575.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/03-ALIMENTAÇÃO SEM SERVIÇO COMPLETO; SERVIÇO DE (Secundário)";;"(Inglês)"
